id,alias,name,url,review_count,categories,rating,coordinates,location,distance,price
dNP4ngqFDlUnDsCAaWCL0A,bel-air-internet-sherman-oaks-4,Bel Air Internet,https://www.yelp.com/biz/bel-air-internet-sherman-oaks-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,532,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'televisionserviceproviders', 'title': 'Television Service Providers'}]",4.0,"{'latitude': 34.155264, 'longitude': -118.467411}","{'address1': '15301 Ventura Blvd', 'address2': 'Ste 250', 'address3': '', 'city': 'Sherman Oaks', 'zip_code': '91403', 'country': 'US', 'state': 'CA', 'display_address': ['15301 Ventura Blvd', 'Ste 250', 'Sherman Oaks, CA 91403']}",17007.391068356446,
ZppbbSwr-x-adeY_Un1UpQ,brand-x-internet-santa-monica,Brand X Internet,https://www.yelp.com/biz/brand-x-internet-santa-monica?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,43,"[{'alias': 'isps', 'title': 'Internet Service Providers'}]",4.0,"{'latitude': 34.0126379, 'longitude': -118.495155}","{'address1': '', 'address2': '', 'address3': '', 'city': 'Santa Monica', 'zip_code': '90401', 'country': 'US', 'state': 'CA', 'display_address': ['Santa Monica, CA 90401']}",16912.20724073069,
wlfXZPUT5FHNH1kfGiMUtQ,verizon-hollywood-3,Verizon,https://www.yelp.com/biz/verizon-hollywood-3?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,157,"[{'alias': 'mobilephones', 'title': 'Mobile Phones'}, {'alias': 'electronics', 'title': 'Electronics'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",2.5,"{'latitude': 34.0984158794746, 'longitude': -118.327009230852}","{'address1': '1503 Vine St', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1503 Vine St', 'Hollywood, CA 90028']}",4127.578367501546,$$$
w8PYrHkAfyXzGOHcpU4v1g,brand-x-internet-los-angeles-los-angeles,Brand X Internet Los Angeles,https://www.yelp.com/biz/brand-x-internet-los-angeles-los-angeles?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,3,"[{'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 34.049175, 'longitude': -118.258967}","{'address1': '81 W 7th St', 'address2': 'Fl 12', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['81 W 7th St', 'Fl 12', 'Los Angeles, CA 90017']}",5913.212007890773,
fxmYB2BpNItUIbyfQbA9Lg,at-and-t-internet-los-angeles-2,AT&T Internet,https://www.yelp.com/biz/at-and-t-internet-los-angeles-2?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,970,"[{'alias': 'isps', 'title': 'Internet Service Providers'}]",1.0,"{'latitude': 33.96137, 'longitude': -118.28978}","{'address1': None, 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90044', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90044']}",12900.804901094585,
NUydAuYskMalFSACisGV4A,cybernet-communications-los-angeles-4,CyberNet Communications,https://www.yelp.com/biz/cybernet-communications-los-angeles-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,8,"[{'alias': 'telecommunications', 'title': 'Telecommunications'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",4.5,"{'latitude': 34.04681, 'longitude': -118.26172}","{'address1': '888 S Figueroa St', 'address2': 'Ste 420', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['888 S Figueroa St', 'Ste 420', 'Los Angeles, CA 90017']}",5736.056701792206,
dUJ_EgFUjx8hw3SpaYfJrg,cybernet-communications-long-beach-long-beach,CyberNet Communications - Long Beach,https://www.yelp.com/biz/cybernet-communications-long-beach-long-beach?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,3,"[{'alias': 'telecommunications', 'title': 'Telecommunications'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 33.766651, 'longitude': -118.198824}","{'address1': '100 Oceangate', 'address2': 'Ste 425', 'address3': '', 'city': 'Long Beach', 'zip_code': '90802', 'country': 'US', 'state': 'CA', 'display_address': ['100 Oceangate', 'Ste 425', 'Long Beach, CA 90802']}",34667.479190276084,
Tyq6lhqmT8vefTVj325fvw,spectrum-los-angeles-17,Spectrum,https://www.yelp.com/biz/spectrum-los-angeles-17?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,19,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'mobilephones', 'title': 'Mobile Phones'}, {'alias': 'televisionserviceproviders', 'title': 'Television Service Providers'}]",2.0,"{'latitude': 34.101189, 'longitude': -118.324916}","{'address1': '6200 W Hollywood Blvd', 'address2': 'Ste 144', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6200 W Hollywood Blvd', 'Ste 144', 'Los Angeles, CA 90028']}",4415.275274458508,
GDDwSQaFINr4YcJuyOaJ9A,b-and-b-networks-alhambra,B&B Networks,https://www.yelp.com/biz/b-and-b-networks-alhambra?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,2,"[{'alias': 'televisionserviceproviders', 'title': 'Television Service Providers'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 34.0797833494788, 'longitude': -118.122856194384}","{'address1': '1224 S Garfield Ave', 'address2': 'Ste D', 'address3': '', 'city': 'Alhambra', 'zip_code': '91801', 'country': 'US', 'state': 'CA', 'display_address': ['1224 S Garfield Ave', 'Ste D', 'Alhambra, CA 91801']}",18397.233425584116,
llkDUoDcvtA3_oi6bpz5Ug,tekwerks-san-fernando-4,Tekwerks,https://www.yelp.com/biz/tekwerks-san-fernando-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,17,"[{'alias': 'itservices', 'title': 'IT Services & Computer Repair'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 34.2801063, 'longitude': -118.4424726}","{'address1': '451 S Brand Blvd', 'address2': 'Ste 207', 'address3': '', 'city': 'San Fernando', 'zip_code': '91340', 'country': 'US', 'state': 'CA', 'display_address': ['451 S Brand Blvd', 'Ste 207', 'San Fernando, CA 91340']}",26730.052786024262,
PD5BtcnkvrENp6vD9uVMgA,time-warner-cable-los-angeles-184,Spectrum,https://www.yelp.com/biz/time-warner-cable-los-angeles-184?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,89,"[{'alias': 'televisionserviceproviders', 'title': 'Television Service Providers'}, {'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'homeautomation', 'title': 'Home Automation'}]",1.5,"{'latitude': 34.010456, 'longitude': -118.33638}","{'address1': '3650 W Martin Luther King Jr Blvd', 'address2': 'Unit 153 - Level 1', 'address3': 'Unit 159 - Level 1', 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['3650 W Martin Luther King Jr Blvd', 'Unit 153 - Level 1', 'Unit 159 - Level 1', 'Los Angeles, CA 90008']}",5851.3603470373755,
3B-NsmHutZEapiRtHHK0fg,dutel-communications-north-hollywood,DuTel Communications,https://www.yelp.com/biz/dutel-communications-north-hollywood?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,2,"[{'alias': 'telecommunications', 'title': 'Telecommunications'}]",5.0,"{'latitude': 34.198875, 'longitude': -118.371482}","{'address1': '7041 Vineland Ave', 'address2': '', 'address3': '', 'city': 'North Hollywood', 'zip_code': '91605', 'country': 'US', 'state': 'CA', 'display_address': ['7041 Vineland Ave', 'North Hollywood, CA 91605']}",15946.625736272352,
UIPWL4EdQGE_46ENQk0zCQ,internet-mechanix-redondo-beach,Internet Mechanix,https://www.yelp.com/biz/internet-mechanix-redondo-beach?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,3,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'web_design', 'title': 'Web Design'}]",3.5,"{'latitude': 33.8472259, 'longitude': -118.3881323}","{'address1': '409 N Pacific Coast Hwy', 'address2': '', 'address3': '', 'city': 'Redondo Beach', 'zip_code': '90277', 'country': 'US', 'state': 'CA', 'display_address': ['409 N Pacific Coast Hwy', 'Redondo Beach, CA 90277']}",24554.593956537094,
XNMEWZ644PanlZ7ftxMHCA,gobiya-los-angeles-4,Gobiya,https://www.yelp.com/biz/gobiya-los-angeles-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,1,"[{'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'advertising', 'title': 'Advertising'}]",5.0,"{'latitude': 34.061252, 'longitude': -118.3028261}","{'address1': '3580 Wilshire Blvd', 'address2': 'Ste 132', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3580 Wilshire Blvd', 'Ste 132', 'Los Angeles, CA 90010']}",1709.6161609761123,
OtFxjiuYZyo61lo3wOaLUw,wiline-networks-inglewood,WiLine Networks,https://www.yelp.com/biz/wiline-networks-inglewood?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,24,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'telecommunications', 'title': 'Telecommunications'}]",4.0,"{'latitude': 33.9555969238281, 'longitude': -118.370567321777}","{'address1': '8915 S La Cienega Blvd', 'address2': 'Ste D', 'address3': '', 'city': 'Inglewood', 'zip_code': '90301', 'country': 'US', 'state': 'CA', 'display_address': ['8915 S La Cienega Blvd', 'Ste D', 'Inglewood, CA 90301']}",12612.50056665924,
nB24fGXr4C7Ke5BdCnVdGw,cybernet-los-angeles-4,Cybernet,https://www.yelp.com/biz/cybernet-los-angeles-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,1,"[{'alias': 'telecommunications', 'title': 'Telecommunications'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 34.06218, 'longitude': -118.41581}","{'address1': '1801 Century Park E', 'address2': 'Ste 1830', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90067', 'country': 'US', 'state': 'CA', 'display_address': ['1801 Century Park E', 'Ste 1830', 'Los Angeles, CA 90067']}",8690.25446076697,
tsqxaAWT8XFvXsHa1m04Fw,netwood-communications-culver-city,Netwood Communications,https://www.yelp.com/biz/netwood-communications-culver-city?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,29,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'telecommunications', 'title': 'Telecommunications'}]",4.0,"{'latitude': 34.0033283, 'longitude': -118.3936281}","{'address1': '10736 Jefferson Blvd', 'address2': 'Ste 670', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['10736 Jefferson Blvd', 'Ste 670', 'Culver City, CA 90230']}",9340.936584014738,
xEkKcpj4vn0dUbegs3axbQ,japan-wireless-torrance-h2o-wireless-gardena,Japan Wireless Torrance / h2o Wireless,https://www.yelp.com/biz/japan-wireless-torrance-h2o-wireless-gardena?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,7,"[{'alias': 'mobilephones', 'title': 'Mobile Phones'}, {'alias': 'cellphoneaccessories', 'title': 'Mobile Phone Accessories'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",4.5,"{'latitude': 33.8649017, 'longitude': -118.3084949}","{'address1': '18216 S Western Ave', 'address2': '', 'address3': '', 'city': 'Gardena', 'zip_code': '90248', 'country': 'US', 'state': 'CA', 'display_address': ['18216 S Western Ave', 'Gardena, CA 90248']}",21902.928553351187,$$
or-eGj2ZqsRF8PIlbA6Pkw,fivestar-it-beverly-hills-3,Fivestar IT,https://www.yelp.com/biz/fivestar-it-beverly-hills-3?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,12,"[{'alias': 'itservices', 'title': 'IT Services & Computer Repair'}]",5.0,"{'latitude': 34.0663070678711, 'longitude': -118.397232055664}","{'address1': '121 S Canon Dr', 'address2': 'Ste 301', 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90212', 'country': 'US', 'state': 'CA', 'display_address': ['121 S Canon Dr', 'Ste 301', 'Beverly Hills, CA 90212']}",7010.967901379282,
mjvVRtSJUBeMVhMzCK8qJQ,geek-squad-los-angeles,Geek Squad,https://www.yelp.com/biz/geek-squad-los-angeles?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,74,"[{'alias': 'itservices', 'title': 'IT Services & Computer Repair'}]",1.5,"{'latitude': 34.0890964, 'longitude': -118.3442249}","{'address1': '1015 N La Brea Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['1015 N La Brea Ave', 'Los Angeles, CA 90038']}",3749.562028919667,
LUcYO1fDN3c06OKDlF6s-A,neighborhood-watch-savings-group-burbank-2,Neighborhood Watch Savings Group,https://www.yelp.com/biz/neighborhood-watch-savings-group-burbank-2?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,8,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'televisionserviceproviders', 'title': 'Television Service Providers'}]",4.0,"{'latitude': 34.163878, 'longitude': -118.327585}","{'address1': '2217 W Olive Ave', 'address2': '', 'address3': '', 'city': 'Burbank', 'zip_code': '91506', 'country': 'US', 'state': 'CA', 'display_address': ['2217 W Olive Ave', 'Burbank, CA 91506']}",11388.277984062408,
hPeNB9C6wGEMJhglCXahaA,supermatrix-communications-el-monte-4,SuperMATRIX Communications,https://www.yelp.com/biz/supermatrix-communications-el-monte-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,22,"[{'alias': 'securitysystems', 'title': 'Security Systems'}, {'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'telecommunications', 'title': 'Telecommunications'}]",5.0,"{'latitude': 34.05008, 'longitude': -118.02535}","{'address1': '2311 Durfee Ave', 'address2': None, 'address3': None, 'city': 'El Monte', 'zip_code': '91732', 'country': 'US', 'state': 'CA', 'display_address': ['2311 Durfee Ave', 'El Monte, CA 91732']}",27301.396788947335,
VYMn2mkL9L_d9MeigfLjGA,techital-glendale-4,Techital,https://www.yelp.com/biz/techital-glendale-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,3,"[{'alias': 'itservices', 'title': 'IT Services & Computer Repair'}]",5.0,"{'latitude': 34.14316, 'longitude': -118.25042}","{'address1': '425 E Colorado St', 'address2': 'Ste 550', 'address3': '', 'city': 'Glendale', 'zip_code': '91205', 'country': 'US', 'state': 'CA', 'display_address': ['425 E Colorado St', 'Ste 550', 'Glendale, CA 91205']}",11195.482738864208,
x_M_nbJ2fCnnDDKXwpDrCA,vunity-business-internet-los-angeles-4,vUnity Business Internet,https://www.yelp.com/biz/vunity-business-internet-los-angeles-4?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,3,"[{'alias': 'isps', 'title': 'Internet Service Providers'}]",3.5,"{'latitude': 34.061865, 'longitude': -118.280325}","{'address1': '5662 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5662 Hollywood Blvd', 'Los Angeles, CA 90028']}",3782.0698855496103,
ccqt4ZWyMKRpU9x0lrXFXA,medallion-telecom-glendale-3,Medallion Telecom,https://www.yelp.com/biz/medallion-telecom-glendale-3?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,4,"[{'alias': 'telecommunications', 'title': 'Telecommunications'}, {'alias': 'isps', 'title': 'Internet Service Providers'}]",5.0,"{'latitude': 34.1463317871094, 'longitude': -118.248641967773}","{'address1': None, 'address2': None, 'address3': '', 'city': 'Glendale', 'zip_code': '91026', 'country': 'US', 'state': 'CA', 'display_address': ['Glendale, CA 91026']}",10873.34028969133,
hva4O3yGfC6XHvKzHvzmqw,geolinks-camarillo,GeoLinks,https://www.yelp.com/biz/geolinks-camarillo?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,36,"[{'alias': 'isps', 'title': 'Internet Service Providers'}, {'alias': 'telecommunications', 'title': 'Telecommunications'}]",3.5,"{'latitude': 34.21839, 'longitude': -119.01962}","{'address1': '251 Camarillo Ranch Rd', 'address2': '', 'address3': '', 'city': 'Camarillo', 'zip_code': '93012', 'country': 'US', 'state': 'CA', 'display_address': ['251 Camarillo Ranch Rd', 'Camarillo, CA 93012']}",66576.4779506474,
fQGQkqgt0FsOTQlbT8PYmw,ripe-marketing-los-angeles,Ripe Marketing,https://www.yelp.com/biz/ripe-marketing-los-angeles?adjust_creative=XNbjMHYvhzTkHpPc-KJgIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XNbjMHYvhzTkHpPc-KJgIg,4,"[{'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'advertising', 'title': 'Advertising'}]",3.0,"{'latitude': 34.098749, 'longitude': -118.283751}","{'address1': '1514 N Hoover St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1514 N Hoover St', 'Los Angeles, CA 90027']}",5392.89088155581,
